"time","CPI_Level","Savings_Rate","TD_3m","TD_12m","Prime_Lending","Max_Lending","GDP_constant_2010","unemployment","cpi_yoy","gdp_growth_yoy","d_prime_lending","d_max_lending","d_savings_rate","reconstructed_level","type","pi_lower","pi_upper"
2017-07-01,0.0384387165868273,4.08,10.0366666666667,11.1233333333333,17.74,31.1766666666667,69342.011489349,39.9904769241699,-0.105775812129356,0.0128116843496159,0.603333333333332,3.92333333333333,0.123333333333334,39.9904769241699,"Observed Historical",NA,NA
2017-10-01,0.0234275918776915,4.08,9.84666666666667,10.8133333333333,17.78,31.11,69607.1392525023,40.8747565709577,-0.0994719064938097,0.0158054899662913,0.696666666666669,2.85333333333333,-0.0999999999999996,40.8747565709577,"Observed Historical",NA,NA
2018-01-01,0.0227959800637306,4.07,10.1333333333333,10.7066666666667,17.46,31.4466666666667,69868.5094078835,42.0061422981767,-0.365820032045525,0.0155235286064465,0.303333333333335,2.00666666666666,-0.153333333333333,42.0061422981767,"Observed Historical",NA,NA
2018-04-01,0.0282260211961443,4.07,9.74666666666667,10.0133333333333,17.0333333333333,31.34,70240.1937068828,42.8284931288796,-0.447596849838602,0.0168961165368147,-0.503333333333334,0.673333333333332,-0.0633333333333335,42.8284931288796,"Observed Historical",NA,NA
2018-07-01,0.0333169316828093,4.07,9.46666666666667,10.0966666666667,16.69,30.93,70722.1921495,43.2670297990313,-0.133245471202158,0.019903960535713,-1.05,-0.246666666666666,-0.00999999999999979,43.2670297990313,"Observed Historical",NA,NA
2018-10-01,0.0244483151840202,4.07,9.46,10.4066666666667,16.4466666666667,30.6633333333333,71314.5047357352,45.4110948089148,0.0435692798328418,0.0245285972325247,-1.33333333333333,-0.446666666666665,-0.00999999999999979,45.4110948089148,"Observed Historical",NA,NA
2019-01-01,0.0226416479107545,4.03666666666667,9.61666666666667,10.5433333333333,15.67,30.6233333333333,72017.1314655883,46.2390298809185,-0.00677014774291921,0.0307523672096878,-1.79,-0.823333333333334,-0.0333333333333332,46.2390298809185,"Observed Historical",NA,NA
2019-04-01,0.0283841488941783,3.91666666666667,9.12333333333333,10.5633333333333,16.4533333333333,31,72328.9655712944,48.7508037979328,0.0056021958226122,0.0297375584288425,-0.579999999999998,-0.34,-0.153333333333333,48.7508037979328,"Observed Historical",NA,NA
2019-07-01,0.0313575881641389,3.93,8.91333333333333,9.99,15.3366666666667,31.18,72250.0070528534,50.2210894969215,-0.0588092426194633,0.0216030478823932,-1.35333333333333,0.25,-0.14,50.2210894969215,"Observed Historical",NA,NA
2019-10-01,0.0309003969686034,3.91666666666667,7.94666666666667,9.49666666666667,14.99,30.2266666666667,71780.2559102654,52.331556267447,0.263907011015643,0.00653094593107135,-1.45666666666667,-0.436666666666667,-0.153333333333333,52.331556267447,"Observed Historical",NA,NA
2020-01-01,0.0261234848816349,3.89,6.05666666666667,8.21333333333333,13.26,28.9866666666667,70919.7121435303,53.1941942208172,0.153780192351924,-0.0152383092706539,-2.41,-1.63666666666667,-0.146666666666667,53.1941942208172,"Observed Historical",NA,NA
2020-04-01,0.0305863539445629,3.76666666666667,5.45333333333333,7.47666666666667,12.4233333333333,28.69,70527.8257794243,55.6801163514713,0.0775857348619057,-0.02490205379883,-4.03,-2.31,-0.15,55.6801163514713,"Observed Historical",NA,NA
2020-07-01,0.03883354539718,3.32333333333333,4.02,5.38333333333333,11.8133333333333,28.4133333333333,70604.5968179474,55.5950261040618,0.238409829031137,-0.0227738418586223,-3.52333333333334,-2.76666666666667,-0.606666666666667,55.5950261040618,"Observed Historical",NA,NA
2020-10-01,0.046473417444211,1.91666666666667,3.05333333333333,4.96,11.42,28.5066666666667,71150.0252590997,56.1216581996981,0.503974770661709,-0.00878000005953736,-3.57,-1.72,-2,56.1216581996981,"Observed Historical",NA,NA
2021-01-01,0.0472357027309925,1.83666666666667,3.02,5.10333333333333,11.1966666666667,28.5266666666667,72164.111102881,NA,0.808170041057566,0.0175465878489774,-2.06333333333333,-0.459999999999997,-2.05333333333333,57.7677610242708,"Reconstructed",54.3443856774133,61.1911363711282
2021-04-01,0.0358914714594652,1.83333333333333,4.09333333333333,6.15333333333333,11.4,28.6933333333333,73057.2089992413,NA,0.173447202125424,0.0358636210866275,-1.02333333333333,0.00333333333333385,-1.93333333333333,59.9172623866039,"Reconstructed",56.4938870397464,63.3406377334613
2021-07-01,0.0306392758148838,1.64,4.74333333333333,6.58333333333333,11.64,27.6966666666667,73829.3189481806,NA,-0.211010081579913,0.0456729770520197,-0.173333333333332,-0.716666666666669,-1.68333333333333,59.5830946784777,"Reconstructed",56.1597193316203,63.0064700253352
2021-10-01,0.0345540737210311,1.45333333333333,4.97333333333333,7.17666666666667,11.6966666666667,27.3133333333333,74480.440949699,NA,-0.256476591967623,0.0468083557029151,0.276666666666667,-1.19333333333334,-0.463333333333333,59.6874308037797,"Reconstructed",56.2640554569222,63.1108061506372
2022-01-01,0.0478787729213455,1.26,4.63,5.84,11.7666666666667,28.33,75010.5750037964,NA,0.0136140705689349,0.0394443145964532,0.569999999999999,-0.196666666666669,-0.576666666666667,61.6143238336253,"Reconstructed",58.1909484867678,65.0376991804828
2022-04-01,0.0535496989252377,1.34333333333333,4.56333333333333,5.49666666666667,12.0266666666667,27.59,75525.978623917,NA,0.491989510257754,0.0337922794819788,0.626666666666667,-1.10333333333334,-0.49,64.0082433565733,"Reconstructed",60.5848680097158,67.4316187034308
